Reaction1,Reaction2,objective
ACKr,CS,1.926155841675612e-14
ACKr,CYTBD,0.1891731046374897
ACKr,D_LACt2,0.8739215069684069
ACKr,ENO,-1.2863426251471862e-16
ACKr,ETOHt2r,0.8739215069684277
ACKr,EX_ac_e,0.8739215069684277
ACKr,EX_acald_e,0.8739215069684277
ACKr,EX_akg_e,0.8739215069684277
ACKr,EX_co2_e,0.38632620504677706
ACKr,EX_etoh_e,0.873921506968433
ACKr,EX_for_e,0.873921506968433
ACKr,EX_fru_e,0.873921506968433
ACKr,EX_fum_e,0.873921506968433
ACKr,EX_glc__D_e,-0.04531208903852492
ACKr,EX_gln__L_e,0.8739215069684336
ACKr,EX_glu__L_e,0.8739215069684336
ACKr,EX_h_e,1.2172859721495632e-16
ACKr,EX_h2o_e,0.33887138157479435
ACKr,EX_lac__D_e,0.8739215069684297
ACKr,EX_mal__L_e,0.8739215069684297
ACKr,EX_nh4_e,1.0111189937432563e-16
ACKr,EX_o2_e,0.18917310463748818
ACKr,EX_pi_e,1.6962249199087827e-16
ACKr,EX_pyr_e,0.8739215069684311
ACKr,EX_succ_e,0.8739215069684311
ACKr,FBA,0.7040369478590258
ACKr,FBP,0.8739215069684335
ACKr,FORt2,0.8739215069684335
ACKr,FORti,0.8739215069684335
ACKr,FRD7,0.8739215069684335
ACKr,FRUpts2,0.8739215069684335
ACKr,FUM,0.8142975075325349
ACKr,FUMt2_2,0.8739215069684328
ACKr,G6PDH2r,0.863813309504004
ACKr,GAPD,-4.989949254384026e-16
ACKr,GLCpts,0.0
ACKr,GLNS,3.1460056040718465e-31
ACKr,GLNabc,0.873921506968431
ACKr,GLUDy,0.8513885233462082
ACKr,GLUN,0.87392150696843
ACKr,GLUSy,0.87392150696843
ACKr,GLUt2r,0.87392150696843
ACKr,GND,0.8638133095040011
ACKr,H2Ot,0.3388713815747943
ACKr,ICDHyr,4.497941124128487e-16
ACKr,ICL,0.8739215069684285
ACKr,LDH_D,0.8739215069684285
ACKr,MALS,0.8739215069684285
ACKr,MALt2_2,0.8739215069684285
ACKr,MDH,0.8258192905969872
ACKr,ME1,0.8739215069684281
ACKr,ME2,0.8739215069684281
ACKr,NADH16,0.20693514045569852
ACKr,NADTRHD,0.8739215069684296
ACKr,NH4t,-1.1655136995149227e-16
ACKr,O2t,0.1891731046374848
ACKr,PDH,0.7966959254310315
ACKr,PFK,0.7040369478590751
ACKr,PFL,0.8739215069684447
ACKr,PGI,0.8631595522084335
ACKr,PGK,3.163518633742488e-15
ACKr,PGL,0.8638133095040003
ACKr,PGM,4.5021991880151435e-17
ACKr,PIt2r,9.607047242972731e-17
ACKr,PPC,0.8707448062160273
ACKr,PPCK,0.8739215069684323
ACKr,PPS,0.8739215069684323
ACKr,PTAr,0.8739215069684323
ACKr,PYK,0.8649260179498703
ACKr,PYRt2,0.8739215069684323
ACKr,RPE,0.8657155608953041
ACKr,RPI,3.922761302394094e-16
ACKr,SUCCt2_2,0.8739215069684321
ACKr,SUCCt3,0.8739215069684321
ACKr,SUCDi,0.8142975075325337
ACKr,SUCOAS,0.8583074080226915
ACKr,TALA,0.8647591548314768
ACKr,THD2,0.8739215069684324
ACKr,TKT1,0.8647591548314761
ACKr,TKT2,0.8666740848328232
ACKr,TPI,0.7040369478590216
ACONTa,ACALD,3.209202672484251e-14
ACONTa,ACALDt,3.209202672484251e-14
ACONTa,ACKr,3.5434946175346935e-14
ACONTa,ACONTb,3.5434946175346935e-14
ACONTa,ACt2r,3.5434946175346935e-14
ACONTa,ADK1,-2.350490238635926e-16
ACONTa,AKGDH,-2.350490238635926e-16
ACONTa,AKGt2r,-2.350490238635926e-16
ACONTa,ALCD2x,-2.350490238635926e-16
ACONTa,ATPM,7.466795143518311e-17
ACONTa,ATPS4r,4.686618212176493e-15
ACONTa,Biomass_Ecoli_core,4.686618212176493e-15
ACONTa,CO2t,4.686618212176493e-15
ACONTa,CS,4.686618212176493e-15
ACONTa,CYTBD,1.3461353614844107e-15
ACONTa,D_LACt2,1.3461353614844107e-15
ACONTa,ENO,-2.450995608938348e-16
ACONTa,ETOHt2r,7.615515198452774e-31
ACONTa,EX_ac_e,7.615515198452774e-31
ACONTa,EX_acald_e,7.615515198452774e-31
ACONTa,EX_akg_e,7.615515198452774e-31
ACONTa,EX_co2_e,-1.2646861614113313e-15
ACONTa,EX_etoh_e,-1.2646861614113313e-15
ACONTa,EX_for_e,-1.2646861614113313e-15
ACONTa,EX_fru_e,-1.2646861614113313e-15
ACONTa,EX_fum_e,-1.2646861614113313e-15
ACONTa,EX_glc__D_e,0.0
ACONTa,EX_gln__L_e,-1.3402508107840593e-32
ACONTa,EX_glu__L_e,-1.3402508107840593e-32
ACONTa,EX_h_e,-1.3402508107840593e-32
ACONTa,EX_h2o_e,-1.9066446404442515e-30
ACONTa,EX_lac__D_e,-1.9066446404442515e-30
ACONTa,EX_mal__L_e,-1.9066446404442515e-30
ACONTa,EX_nh4_e,-1.9066446404442515e-30
ACONTa,EX_o2_e,-1.9066446404442515e-30
ACONTa,EX_pi_e,-1.9066446404442515e-30
ACONTa,EX_pyr_e,-1.9066446404442515e-30
ACONTa,EX_succ_e,-1.9066446404442515e-30
ACONTa,FBA,-3.275153341113944e-16
ACONTa,FBP,-3.275153341113944e-16
ACONTa,FORt2,-3.275153341113944e-16
ACONTa,FORti,-1.49067740404807e-16
ACONTa,FRD7,-1.49067740404807e-16
ACONTa,FRUpts2,-1.49067740404807e-16
ACONTa,FUM,-1.49067740404807e-16
ACONTa,FUMt2_2,-1.49067740404807e-16
ACONTa,G6PDH2r,-7.312931486905074e-16
ACONTa,GAPD,-1.0101660749057431e-16
ACONTa,GLCpts,0.0
ACONTa,GLNS,0.0
ACONTa,GLNabc,0.0
ACONTa,GLUDy,0.0
ACONTa,GLUN,0.0
ACONTa,GLUSy,0.0
ACONTa,GLUt2r,0.0
ACONTa,GND,1.482686673134153e-17
ACONTa,H2Ot,-3.843287561030774e-16
ACONTa,ICDHyr,-3.843287561030774e-16
ACONTa,ICL,-3.843287561030774e-16
ACONTa,LDH_D,-3.843287561030774e-16
ACONTa,MALS,-3.843287561030774e-16
ACONTa,MALt2_2,-3.843287561030774e-16
ACONTa,MDH,-3.843287561030774e-16
ACONTa,ME1,-3.843287561030774e-16
ACONTa,ME2,-3.843287561030774e-16
ACONTa,NADH16,0.0
ACONTa,NADTRHD,0.0
ACONTa,NH4t,0.0
ACONTa,O2t,0.0
ACONTa,PDH,0.0
ACONTa,PFK,-1.4641172408806158e-17
ACONTa,PFL,-1.0911949500749451e-17
ACONTa,PGI,7.116616412724507e-17
ACONTa,PGK,-1.832849975692625e-15
ACONTa,PGL,-2.680501621568132e-32
ACONTa,PGM,-8.912711305230391e-17
ACONTa,PIt2r,-1.1102516295706392e-16
ACONTa,PPC,8.356299326406055e-17
ACONTa,PPCK,-1.0814394263996942e-31
ACONTa,PPS,-6.58644148520603e-17
ACONTa,PTAr,-6.58644148520603e-17
ACONTa,PYK,-6.58644148520603e-17
ACONTa,PYRt2,-9.467533437573144e-17
ACONTa,RPE,2.6297208216219963e-16
ACONTa,RPI,2.6297208216219963e-16
ACONTa,SUCCt2_2,2.6297208216219963e-16
ACONTa,SUCCt3,2.6297208216219963e-16
ACONTa,SUCDi,2.6297208216219963e-16
ACONTa,SUCOAS,2.6297208216219963e-16
ACONTa,TALA,2.6297208216219963e-16
ACONTa,THD2,2.6297208216219963e-16
ACONTa,TKT1,2.6297208216219963e-16
ACONTa,TKT2,2.6297208216219963e-16
ACONTa,TPI,-1.937342229284909e-17
ACONTb,ACALD,-1.937342229284909e-17
ACONTb,ACALDt,-1.937342229284909e-17
ACONTb,ACKr,-3.874684458569818e-17
ACONTb,ACONTa,-3.874684458569818e-17
ACONTb,ACt2r,-3.874684458569818e-17
ACONTb,ADK1,-3.874684458569818e-17
ACONTb,AKGDH,-3.874684458569818e-17
ACONTb,AKGt2r,-3.874684458569818e-17
ACONTb,ALCD2x,-3.874684458569818e-17
ACONTb,ATPM,0.0
ACONTb,ATPS4r,-5.38266694410126e-17
ACONTb,Biomass_Ecoli_core,-5.38266694410126e-17
ACONTb,CO2t,-5.38266694410126e-17
ACONTb,CS,-5.38266694410126e-17
ACONTb,CYTBD,-5.470852689074876e-16
ACONTb,D_LACt2,-5.470852689074876e-16
ACONTb,ENO,-2.206751181114335e-15
ACONTb,ETOHt2r,-2.1514866753205355e-15
ACONTb,EX_ac_e,-2.1514866753205355e-15
ACONTb,EX_acald_e,-2.1514866753205355e-15
ACONTb,EX_akg_e,-2.1514866753205355e-15
ACONTb,EX_co2_e,-6.190219527060282e-32
ACONTb,EX_etoh_e,-6.190219527060282e-32
ACONTb,EX_for_e,-6.190219527060282e-32
ACONTb,EX_fru_e,-6.190219527060282e-32
ACONTb,EX_fum_e,-6.190219527060282e-32
ACONTb,EX_glc__D_e,0.0
ACONTb,EX_gln__L_e,7.140346443181886e-33
ACONTb,EX_glu__L_e,7.140346443181886e-33
ACONTb,EX_h_e,7.140346443181886e-33
ACONTb,EX_h2o_e,-2.7370471712294217e-16
ACONTb,EX_lac__D_e,-2.7370471712294217e-16
ACONTb,EX_mal__L_e,-2.7370471712294217e-16
ACONTb,EX_nh4_e,-2.7370471712294217e-16
ACONTb,EX_o2_e,-2.203549639636439e-16
ACONTb,EX_pi_e,-2.203549639636439e-16
ACONTb,EX_pyr_e,-2.203549639636439e-16
ACONTb,EX_succ_e,-2.47448586842097e-16
ACONTb,FBA,2.680501621568128e-32
ACONTb,FBP,2.680501621568128e-32
ACONTb,FORt2,2.680501621568128e-32
ACONTb,FORti,-2.637585734715245e-17
ACONTb,FRD7,-2.637585734715245e-17
ACONTb,FRUpts2,-2.637585734715245e-17
ACONTb,FUM,-2.637585734715245e-17
ACONTb,FUMt2_2,-2.637585734715245e-17
ACONTb,G6PDH2r,-3.839915581861437e-16
ACONTb,GAPD,3.874684458569835e-16
ACONTb,GLCpts,0.0
ACONTb,GLNS,1.3245582864590956e-16
ACONTb,GLNabc,1.3245582864590956e-16
ACONTb,GLUDy,1.3245582864590956e-16
ACONTb,GLUN,1.3245582864590956e-16
ACONTb,GLUSy,1.3245582864590956e-16
ACONTb,GLUt2r,1.3245582864590956e-16
ACONTb,GND,9.770681485046263e-16
ACONTb,H2Ot,1.5223971849001089e-15
ACONTb,ICDHyr,1.5223971849001089e-15
ACONTb,ICL,1.5223971849001089e-15
ACONTb,LDH_D,1.5223971849001089e-15
ACONTb,MALS,1.5223971849001089e-15
ACONTb,MALt2_2,1.5223971849001089e-15
ACONTb,MDH,1.5223971849001089e-15
ACONTb,ME1,1.5223971849001089e-15
ACONTb,ME2,1.5223971849001089e-15
ACONTb,NADH16,2.5524269088863103e-15
ACONTb,NADTRHD,2.5524269088863103e-15
ACONTb,NH4t,2.5524269088863103e-15
ACONTb,O2t,2.5524269088863103e-15
ACONTb,PDH,2.5524269088863103e-15
ACONTb,PFK,0.0
ACONTb,PFL,0.0
ACONTb,PGI,-8.442595443729609e-17
ACONTb,PGK,-1.937342229284909e-17
ACONTb,PGL,-8.44259544372962e-17
ACONTb,PGM,-6.684533478922796e-17
ACONTb,PIt2r,0.0
ACONTb,PPC,0.0
ACONTb,PPCK,0.0
ACONTb,PPS,1.0147042592026723e-47
ACONTb,PTAr,8.731919643100785e-48
ACONTb,PYK,8.731919643100785e-48
ACONTb,PYRt2,8.731919643100785e-48
ACONTb,RPE,4.5448438914407224e-17
ACONTb,RPI,4.5448438914407224e-17
ACONTb,SUCCt2_2,4.5448438914407224e-17
ACONTb,SUCCt3,4.5448438914407224e-17
ACONTb,SUCDi,4.5448438914407224e-17
ACONTb,SUCOAS,4.5448438914407224e-17
ACONTb,TALA,4.5448438914407224e-17
ACONTb,THD2,4.5448438914407224e-17
ACONTb,TKT1,4.5448438914407224e-17
ACONTb,TKT2,4.5448438914407224e-17
ACONTb,TPI,0.0
ACt2r,ACALD,0.8739215069684312
ACt2r,ACALDt,0.8739215069684312
ACt2r,ACKr,0.8739215069684312
ACt2r,ACONTa,-3.8787975808061428e-31
ACt2r,ACONTb,5.382084242019141e-16
ACt2r,ADK1,0.8739215069684304
ACt2r,AKGDH,0.8583074080226869
ACt2r,AKGt2r,0.8739215069684304
ACt2r,ALCD2x,0.8739215069684304
ACt2r,ATPM,0.916647463751049
ACt2r,ATPS4r,0.3742298749331116
ACt2r,Biomass_Ecoli_core,0.0
ACt2r,CO2t,0.38632620504677445
ACt2r,CS,3.81879561042777e-14
ACt2r,CYTBD,0.1891731046374887
ACt2r,D_LACt2,0.8739215069684229
ACt2r,ENO,8.094024620195101e-17
ACt2r,ETOHt2r,0.8739215069684219
ACt2r,EX_ac_e,0.8739215069684219
ACt2r,EX_acald_e,0.8739215069684219
ACt2r,EX_akg_e,0.8739215069684219
ACt2r,EX_co2_e,0.3863262050467743
ACt2r,EX_etoh_e,0.8739215069684303
ACt2r,EX_for_e,0.8739215069684303
ACt2r,EX_fru_e,0.8739215069684303
ACt2r,EX_fum_e,0.8739215069684303
ACt2r,EX_glc__D_e,-0.045312089038525044
ACt2r,EX_gln__L_e,0.8739215069684304
ACt2r,EX_glu__L_e,0.8739215069684304
ACt2r,EX_h_e,-7.463919973488115e-17
ACt2r,EX_h2o_e,0.33887138157479546
ACt2r,EX_lac__D_e,0.8739215069684326
ACt2r,EX_mal__L_e,0.8739215069684326
ACt2r,EX_nh4_e,-3.0924726370999597e-16
ACt2r,EX_o2_e,0.18917310463748876
ACt2r,EX_pi_e,3.606889153891958e-16
ACt2r,EX_pyr_e,0.8739215069684299
ACt2r,EX_succ_e,0.8739215069684299
ACt2r,FBA,0.7040369478590335
ACt2r,FBP,0.8739215069684299
ACt2r,FORt2,0.8739215069684299
ACt2r,FORti,0.8739215069684299
ACt2r,FRD7,0.8739215069684299
ACt2r,FRUpts2,0.8739215069684299
ACt2r,FUM,0.8142975075325427
ACt2r,FUMt2_2,0.8739215069684291
ACt2r,G6PDH2r,0.8638133095039943
ACt2r,GAPD,2.7999821125674116e-17
ACt2r,GLCpts,0.0
ACt2r,GLNS,2.6945622542797226e-16
ACt2r,GLNabc,0.8739215069684331
ACt2r,GLUDy,0.8513885233462107
ACt2r,GLUN,0.8739215069684328
ACt2r,GLUSy,0.8739215069684328
ACt2r,GLUt2r,0.8739215069684328
ACt2r,GND,0.8638133095040015
ACt2r,H2Ot,0.3388713815747963
ACt2r,ICDHyr,5.1600399873610206e-15
ACt2r,ICL,0.8739215069684302
ACt2r,LDH_D,0.8739215069684302
ACt2r,MALS,0.8739215069684302
ACt2r,MALt2_2,0.8739215069684302
ACt2r,MDH,0.8258192905969878
ACt2r,ME1,0.8739215069684304
ACt2r,ME2,0.8739215069684304
ACt2r,NADH16,0.20693514045569822
ACt2r,NADTRHD,0.8739215069684146
ACt2r,NH4t,-4.766868306082372e-16
ACt2r,O2t,0.1891731046374895
ACt2r,PDH,0.7966959254309569
ACt2r,PFK,0.7040369478590232
ACt2r,PFL,0.8739215069684303
ACt2r,PGI,0.8631595522084186
ACt2r,PGK,-1.6369094249649564e-16
ACt2r,PGL,0.8638133095040019
ACt2r,PGM,2.896876328120992e-17
ACt2r,PIt2r,-1.5643132171853357e-16
ACt2r,PPC,0.8707448062160251
ACt2r,PPCK,0.8739215069684317
ACt2r,PPS,0.8739215069684317
ACt2r,PTAr,0.8739215069684317
ACt2r,PYK,0.8649260179498672
ACt2r,PYRt2,0.8739215069684312
ACt2r,RPE,0.8657155608953057
ACt2r,RPI,-4.1715019124942285e-16
ACt2r,SUCCt2_2,0.873921506968431
ACt2r,SUCCt3,0.873921506968431
ACt2r,SUCDi,0.81429750753252
ACt2r,SUCOAS,0.8583074080226856
ACt2r,TALA,0.8647591548314786
ACt2r,THD2,0.8739215069684314
ACt2r,TKT1,0.8647591548314789
ACt2r,TKT2,0.8666740848328254
ACt2r,TPI,0.7040369478590234
ADK1,ACALD,0.8739215069684302
ADK1,ACALDt,0.8739215069684302
ADK1,ACKr,0.8739215069684302
ADK1,ACONTa,5.998220732331181e-16
ADK1,ACONTb,5.998220732331181e-16
ADK1,ACt2r,0.8739215069684302
ADK1,AKGDH,0.8583074080226879
ADK1,AKGt2r,0.8739215069684307
ADK1,ALCD2x,0.8739215069684307
ADK1,ATPM,0.9166474637510487
ADK1,ATPS4r,0.37422987493311455
ADK1,Biomass_Ecoli_core,0.0
ADK1,CO2t,0.46166961416013497
ADK1,CS,1.1761353940312445e-16
ADK1,CYTBD,0.21166294973532532
ADK1,D_LACt2,0.8739215069684305
ADK1,ENO,0.0
ADK1,ETOHt2r,0.8739215069684299
ADK1,EX_ac_e,0.8739215069684299
ADK1,EX_acald_e,0.8739215069684299
ADK1,EX_akg_e,0.8739215069684299
ADK1,EX_co2_e,0.4616696141601333
ADK1,EX_etoh_e,0.873921506968427
ADK1,EX_for_e,0.873921506968427
ADK1,EX_fru_e,0.873921506968427
ADK1,EX_fum_e,0.873921506968427
ADK1,EX_glc__D_e,-0.045312089038524996
ADK1,EX_gln__L_e,0.8739215069684313
ADK1,EX_glu__L_e,0.8739215069684313
ADK1,EX_h_e,-1.246151009524996e-16
ADK1,EX_h2o_e,0.38351544929678466
ADK1,EX_lac__D_e,0.8739215069684253
ADK1,EX_mal__L_e,0.8739215069684253
ADK1,EX_nh4_e,-3.538549767853309e-16
ADK1,EX_o2_e,0.21166294973531327
ADK1,EX_pi_e,1.7276881475427253e-15
ADK1,EX_pyr_e,0.8739215069684413
ADK1,EX_succ_e,0.8739215069684413
ADK1,FBA,0.4819718432049166
ADK1,FBP,0.8739215069684405
ADK1,FORt2,0.8739215069684405
ADK1,FORti,0.8739215069684405
ADK1,FRD7,0.8739215069684405
ADK1,FRUpts2,0.8739215069684405
ADK1,FUM,0.7628585425751955
ADK1,FUMt2_2,0.873921506968436
ADK1,G6PDH2r,0.8638133095040065
ADK1,GAPD,0.0
ADK1,GLCpts,0.0
ADK1,GLNS,0.0
ADK1,GLNabc,0.8739215069684296
ADK1,GLUDy,0.8513885233462074
ADK1,GLUN,0.8739215069684296
ADK1,GLUSy,0.8739215069684296
ADK1,GLUt2r,0.8739215069684296
ADK1,GND,0.8638133095040007
ADK1,H2Ot,0.3835154492967808
ADK1,ICDHyr,5.881828465699116e-15
ADK1,ICL,0.8739215069684303
ADK1,LDH_D,0.8739215069684303
ADK1,MALS,0.8739215069684303
ADK1,MALt2_2,0.8739215069684303
ADK1,MDH,0.7680235307070641
ADK1,ME1,0.8739215069684304
ADK1,ME2,0.8739215069684304
ADK1,NADH16,0.2116629497353086
ADK1,NADTRHD,0.8739215069684323
ADK1,NH4t,2.4098384932881527e-16
ADK1,O2t,0.2116629497353084
ADK1,PDH,0.7966959254309568
ADK1,PFK,0.48197184320492
ADK1,PFL,0.8739215069684307
ADK1,PGI,0.8631595522084181
ADK1,PGK,0.0
ADK1,PGL,0.8638133095040028
ADK1,PGM,0.0
ADK1,PIt2r,2.856482674379932e-16
ADK1,PPC,0.8707448062160263
ADK1,PPCK,0.8739215069684312
ADK1,PPS,0.8739215069684312
ADK1,PTAr,0.8739215069684312
ADK1,PYK,0.8649260179498689
ADK1,PYRt2,0.8739215069684312
ADK1,RPE,0.8657155608953027
ADK1,RPI,1.5879396629127442e-15
ADK1,SUCCt2_2,0.8739215069684301
ADK1,SUCCt3,0.8739215069684301
ADK1,SUCDi,0.762858542575193
ADK1,SUCOAS,0.8583074080226882
